"CONTENTS_SEQ","CONTENTS_TITLE","CONTENTS_SYNOPSIS","CONTENTS_GENRE","AGE_RATING","RELEASE_YEAR","RATING","POSTER_IMG","DIRECTOR","CAST","OTT"
"37","8월의 크리스마스","작은 사진관을 운영하는 정원. 시한부 판정을 받지만 일상을 담담히 이어간다. 흑백 사진 같던 그의 삶에 어느 날 특별한 색깔이 스며든다. 바로, 사진을 인화하러 온 주차단속 요원 다림. 조금씩 마음이 일렁이지만 사랑을 시작해도 될까.","드라마, 로맨스","15세 이상 관람가","1998","4","https://file.kinolights.com/m/content_poster/202307/12/fdd6040e-d0d6-42bd-9857-0c3213e65caa.webp","허진호","한석규, 심은하","넷플릭스"
"38","9명의 번역가","화제의 베스트셀러 디덜러스. 이 책의 마지막 장 출판을 위해 9개국의 번역가들이 고용된다. 결말 유출을 막기 위해 아무도 나갈 수 없는 지하 밀실에서 작업을 시작한 그들. 하지만 곧 첫 10페이지가 인터넷에 공개된다. 그리고 편집장 ‘에릭’에게 도착한 한 통의 메시지.
""돈을 보내지 않으면 다음 100페이지를 공개하겠다.”
에릭은 모든 수단을 동원해 범인을 찾으려 하고, 번역가들은 서로를 의심하기 시작하는데…","스릴러","15세 이상 관람가","2019","3.2","https://file.kinolights.com/m/content_poster/202307/12/ebb25a3b-5bc4-41f6-a331-7109ece604da.webp","레지스 르왕사르","올가 쿠릴렌코, 알렉스 로더","티빙"
"39","9월 5일: 위험한 특종","1972년 뮌헨, 최초로 올림픽 생중계에 도전한 ABC 방송국 스포츠팀은 무장한 테러리스트들이 선수촌에 난입해 인질극을 벌이고 있음을 알고 이를 생중계로 보도한다. 솟구치는 시청률과 10억 명의 시청자까지, 생방송으로 내보내는 단독 특종에 전 세계의 이목이 집중된 가운데, 그들은 테러리스트들 역시 자신들의 방송을 보고 있음을 알게 되는데...","드라마","15세 이상 관람가","2024","3.7","https://file.kinolights.com/m/content_poster/202501/09/0a8a33d8-e875-4274-b256-2f8c911efd34.webp","팀 펠바움","피터 사스가드, 존 마가로","쿠팡플레이"
"40","9월의 사랑과 만날 때까지","“여기는 1년 후의 미래입니다. 제발 저를 구해 주세요.”

어느 날 ‘시오리’에게 들려온 미래의 목소리는 1년 전 과거에서 자신을 구해 달라고 그녀에게 간절히 부탁한다.

그러나 정작 목소리의 부탁대로 행동하여 목숨을 건진 것은 다른 누구도 아닌 ‘시오리’.

죽었어야 했을 ‘시오리’의 운명이 미래의 목소리로 인해 연장됨에 따라 그녀에게는 내년 9월까지, 365일이 주어진다.

‘시오리’는 앞으로도 계속 9월을 맞이할 수 있을까?

그리고 미래에서 그녀에게 말을 건 목소리는 누구였을까?","드라마, 로맨스, 판타지","전체 관람가","2019","2.8","https://file.kinolights.com/m/content_poster/202307/12/75386564-c116-4e7e-873a-20e7a2729210.webp","야마모토 토루","타카하시 잇세이, 카와구치 하루나","왓챠, 티빙"
"41","Babah","이삭과 그의 딸 마야가 실직부터 질병과 싸우고 청력을 잃는 등 삶의 부침에 직면하면서, 두 사람의 강한 유대감은 그들을 가장 힘든 시기를 견뎌낼 수 있는 사랑과 가족의 지속적인 힘을 보여줍니다.","드라마","12세 이상 관람가","2024","0","https://file.kinolights.com/m/content_poster/202504/02/f3a64f76-2fef-41b1-985e-5893beb23f31.webp","모드 샤 파이줄","치 라잘리, 크리스티나 수잔","넷플릭스"
"42","BanG Dream! It's MyGO!!!!!","「평생, 밴드 해줄래?」고1 봄의 끝자락. 하네오카 여학교에서는 너나없이 밴드를 하고 있어, 뒤늦게 입학한 아논도 빨리 반에 적응하기 위해 서둘러 밴드 멤버를 찾는다.
그러던 중, 「하네오카의 이상한 아이」인 토모리가 아직 밴드를 만들지 않았다는 걸 알게 되어, 아논은 무심코 말을 걸지만……. 상처투성이에 볼품없는, 우리의 음악외침.
미아라도 괜찮아, 미아라도 나아가자.","드라마, 애니메이션","15세 이상 시청가","2023","0","https://file.kinolights.com/m/content_poster/202307/12/a8fbe801-814c-40c5-a8bd-7897790ac3d3.webp","카키모토 코다이","요우미야 히나, 타테이시 린","왓챠, 티빙"
"43","D.P. 시즌 1","줄거리: 예리한 관찰력 덕에 탈영병 잡는 D.P 조에 들어간 이병 안준호. 하지만 활동을 나간 첫날, 모든 것이 꼬여버리는데...그들은 왜 탈영을 했을까? 탈영병들을 만나며 준호는 불편한 진실 앞에 마주하게 된다.

1분 정보: 이 작품에서 소름 돋는 연기를 선보인 조현철은 ‘코리안 조커’라는 별명을 얻었다. 하지만 더 무서운 것은 황장수 병장 역의 신승호가 미필이라는 사실!","드라마, 액션","15세 이상 시청가","2021","4.1","https://file.kinolights.com/m/content_poster/202307/12/865f5e59-bd61-49ba-a4ca-a39b97a12b68.webp","한준희","정해인, 구교환","넷플릭스"
"44","Deva","무자비한 경찰인 데브 암브레는 살인 사건 해결을 마친 직후 사고로 기억을 잃고 이제 기억 상실을 DCP 파르한 칸을 제외한 모든 사람에게 비밀로 유지한 채 다시 조사해야 합니다.","액션, 스릴러","15세 이상 관람가","2025","0","https://file.kinolights.com/m/content_poster/202504/02/590efe50-4581-4526-93c4-4a8a932694e5.webp","로샨 앤드류스","샤히드 카푸르, 푸자 헤그데","넷플릭스"
"45","Devil May Cry 데빌 메이 크라이","지옥의 문이 열릴 위기에 처했다. 정체불명의 악당이 세상을 위협하는 가운데, 악마보다 위험한 매력을 지닌 악마 사냥꾼이 이 세상을 구할 마지막 희망일지도 모른다.","액션, 판타지, 애니메이션","19세 이상 시청가","2025","0","https://file.kinolights.com/m/content_poster/202503/07/27048a18-c5a6-4b4e-844f-571c8c4084e4.webp","한승우","자니 용 보쉬, 스카우트 테일러 콤튼","넷플릭스"
"46","HPI 시즌 3","로맹 사건의 진상을 파악한 모르간은 다시 청소 일을 하며 힘겨운 삶을 살아간다. 어느 날, 모르간은 집 안에서 무슨 일이 일어나고 있다며 불안함을 호소하는 에밀리 부인에게 거액을 받고 진실을 밝혀 주기로 한다.","코미디","15세 이상 시청가","2023","0","https://file.kinolights.com/m/content_poster/202501/22/44c70610-731f-4f1f-85ba-097c455fe09d.webp","앨리스 체가레-브뢰노","오드리 플뢰로, 메디 네브부","왓챠"
"47","LTNS","삶에 치여 관계마저 소원해진 부부가 돈을 벌기 위해 불륜 커플 협박에 나서고, 그 과정에서 이미 망가졌던 그들의 관계를 마주하는 이야기를 담은 코미디 드라마","드라마","19세 이상 시청가","2023","3.6","https://file.kinolights.com/m/content_poster/202312/22/cf498969-63da-49cb-a249-25b1e62641e7.webp","전고운","이솜, 안재홍","티빙"
"48","MIU404 ~기동수사대~","사건의 초동 수사를 담당하는 경시청 '기동 수사대'의 두 형사가 24시간이라는 시간제한 안에 범인을 체포하기 위해 노력하는 이야기를 그린 드라마","드라마","15세 이상 시청가","2020","4","https://file.kinolights.com/m/content_poster/202307/12/328847f5-0368-40e6-bf9b-b2187baeb0fe.webp","츠카하라 아유코","아야노 고, 호시노 겐","넷플릭스, 왓챠, 티빙"
"49","Mr. 플랑크톤","실수로 잘못 태어난 남자 해조의 인생 마지막 여행 길에 세상에서 가장 불행한 여자 재미가 강제 동행하면서 벌어지는 이야기","드라마","15세 이상 시청가","2023","3.5","https://file.kinolights.com/m/content_poster/202410/24/b47ddc0f-44ac-4c09-82ab-293f639cc805.webp","홍종찬","우도환, 이유미","넷플릭스"
"50","S.W.A.T. 특수기동대","S.W.A.T. 특수기동대의 뛰어난 멤버인 짐 스트리트(콜린 패럴 분)는 테러 진압중 파트너 갬블의 실수가 문제가 되어 팀에서 방출, 강등당한다. 실의에 빠진 그에게 실력파 요원 혼도(사무엘 잭슨 분)가 새롭게 조직하는 팀에 스카웃 제의를 건내고, 짐은 S.W.A.T. 최초의 여자멤버 산체스를 비롯한 5명의 정예멤버는 인간의 한계를 넘나드는 지옥의 트레이닝을 거쳐 사상 최고의 특수조직으로 거듭나게 된다.
S.W.A.T. 팀은 미국에 잠입했다 체포된 악명높은 마약상 알렉스(올리비에 마르티네즈 분)의 탈출을 막아내며 쾌거를 이루는 듯 보인다. 그러나 알렉스는 방송을 통해 누구든지 경찰의 손아귀에서 자신을 탈출만 시켜주면 1억달러를 지불하겠다고 선포하고, LA는 곧바로 보상금을 노리고 전국에서 몰려든 수많은 갱스터 조직의 타겟이 되며 통제불능의 위기에 빠진다. 옛동료 갬블까지 가세, 예측할 수 없는 적들과 누구보다 S.W.A.T.을 잘 아는 적에게 둘러싸인 위기 속에 S.W.A.T. 팀의 불가능한 임무가 시작되는데...","액션, 스릴러","15세 이상 관람가","2003","2.8","https://file.kinolights.com/m/content_poster/202307/12/7540c8c1-4c1f-4631-bcd5-b497118b1a97.webp","클락 존슨","사무엘 L. 잭슨, 콜린 파렐","왓챠"
"51","SKY 캐슬","대한민국 상위 0.1%가 모여 사는 SKY 캐슬 안에서 남편은 왕으로, 제 자식은 천하제일 왕자와 공주로 키우고 싶은 명문가 출신 사모님들의 처절한 욕망을 샅샅이 들여다보는 리얼 코믹 풍자 드라마","드라마, 스릴러","15세 이상 시청가","2018","3.7","https://file.kinolights.com/m/content_poster/202307/12/09b0f3b6-16b4-406b-ba0d-fe30ceac56ef.webp","조현탁","염정아, 정준호","넷플릭스, 티빙"
"52","SNL 코리아 시즌 5","성역 없는 풍자, 거침없는 패러디로 트렌드를 선도하는 대한민국 최고의 코미디 쇼","코미디","19세 이상 시청가","2024","3.9","https://file.kinolights.com/m/content_poster/202402/21/0babd61d-cc12-4f61-8a72-83d8b68206a7.webp","안상휘","신동엽, 안영미","쿠팡플레이"
"53","The 8 Show (더 에이트 쇼)","8명의 인물이 8층으로 나뉜 비밀스런 공간에 갇혀 ‘시간이 쌓이면 돈을 버는’ 쇼가 시작된다. 협력과 대립, 반목과 배신을 거듭하는 참가자들. 그들 사이에서 원초적 욕망이 격돌한다.","드라마","19세 이상 시청가","2024","3.4","https://file.kinolights.com/m/content_poster/202405/02/856f25f2-2f33-459a-8b8c-1291300b191f.webp","한재림","류준열, 박정민","넷플릭스"
"54","【최애의 아이】","지방도시에서 근무하는 산부인과 의사 고로.어느 날 '최애' 아이돌 B 코마치의 아이가 그의 앞에 나타났다.그녀에겐 어떤 금단의 비밀이 있었고...그런 두 사람의 '최악'의 만남에서 운명이 움직이기 시작한다.","스릴러, 애니메이션","15세 이상 시청가","2023","3.9","https://file.kinolights.com/m/content_poster/202307/12/1c3b59d5-332f-4ad4-a35d-6244427d0465.webp","히라마키 다이스케","타카하시 리에, 우치야마 유미","넷플릭스, 왓챠, 쿠팡플레이, 티빙"
"55","【최애의 아이】 2기","쌍둥이 남매가 각자의 이유로 연예계에 도전하면서 벌어지는 복수극과 성장을 그린 애니메이션","드라마, 스릴러, 판타지, 애니메이션","15세 이상 시청가","2024","3.5","https://file.kinolights.com/m/content_poster/202406/24/464897a3-bb53-4c14-95db-0bfdc05140c2.webp","히라마키 다이스케","타카하시 리에, 오오츠카 타케오","넷플릭스"
"56","가디언즈 오브 갤럭시","자칭 전설의 무법자 스타로드, 그러나 현실은 우주를 떠도는 그저그런 좀도둑에 불과한 피터 퀼. 뜻하지 않게 갤럭시의 절대악 타노스와 로난의 타겟이 된 그는 감옥에서 만난 암살자 가모라, 거구의 파이터 드랙스, 현상금 사냥꾼 로켓과 그루트 콤비와 불편한 동맹을 맺고 일명 ‘가디언즈 오브 갤럭시’를 결성한다. 범상치 않은 화려한 과거를 지닌 이들이 과연 120억 명의 운명을 구할 유일한 희망이 될 수 있을까?","코미디, 액션","12세 이상 관람가","2014","3.8","https://file.kinolights.com/m/content_poster/202307/12/118bbe32-837e-4a25-97c1-14956ecfb611.webp","제임스 건","크리스 프랫, 조 샐다나","쿠팡플레이"
"57","가디언즈 오브 갤럭시 VOL. 2","최강 빌런 타노스에 맞서 은하계를 구하고 최고의 해결사로 등극한 ‘가.오.갤’ 멤버들. 하지만 외계 여사제 아이샤가 맡긴 임무를 수행하던 중 실수로 또 다시 쫓기는 신세로 전락한다. 한편 자신에게 숨겨진 힘의 원천에 대해 고민하던 리더 스타로드는 갑작스레 나타난 아버지로 인해 또 다른 위기에 빠지게 되는데…","코미디, 액션","12세 이상 관람가","2017","3.7","https://file.kinolights.com/m/content_poster/202307/12/ef7d6ded-dd8d-4dd7-bf30-651b57e918b8.webp","제임스 건","크리스 프랫, 조 샐다나","쿠팡플레이"
"58","가디언즈 오브 갤럭시: Volume 3","가모라를 잃고 슬픔에 빠져 있던 피터 퀼이 위기에 처한 은하계와 동료를 지키기 위해 다시 한번 가디언즈 팀과 힘을 모으고, 성공하지 못할 경우 그들의 마지막이 될지도 모르는 미션에 나서는 이야기","드라마, 코미디, 액션","12세 이상 관람가","2023","4","https://file.kinolights.com/m/content_poster/202307/12/f63beb6e-09ee-496f-ad45-82ef652bff67.webp","제임스 건","크리스 프랫, 데이브 바티스타","쿠팡플레이"
"59","가라, 아이야, 가라","클린트 이스트우드 감독의 '미스틱 리버'의 원작 소설가인 데니스 루헤인(Dennis Lehane)의 대표적인 소설 시리즈 '켄지 앤 제나로 시리즈' 중 4번째 편 'Gone, Baby, Gone'(국내 출간 제목 '가라, 아이야, 가라')'를 원작으로 한 영화. 특유의 개성 넘치는 등장인물과 충격적인 반전, 그리고 사회의 온갖 모순에 대한 통렬한 비판을 담은 작품을 쓰기로 유명한 데니스 루헤인은 이 작품에서 미국의 심각한 아동 보호의 문제점을 담고 있다. 벤 애플렉은 감독 데뷔작으로 단순한 액션 스릴러가 아니라 사회파 추리라 볼 수 있는 이 작품을 선택함으로써, 자신의 감독 경력에 멋진 한 방을 날리려 한다. 과연 벤 애플렉이 데니스 루헤인만의 필치와 감성을 영상으로 잘 살려낼지는 지켜볼 일이다.
어느날 갑자기 집에서 사라진 여자 아이. 아이의 엄마는 미혼모로서 마약을 하고 방탕한 삶을 살지만 아이의 실종으로 인해 단숨에 매스컴에 관심을 받는다. 아이의 실종이 지역 마약 조직의 암투와 연관되었다고 믿는 사립탐정 캔지와 제나로는 베테랑 경찰 브루사드 (에드 해리스 분)과 함께 사건을 추적해 나간다. 그러나 아이의 실종 사건에 대한 단서는 전혀 예상 외의 장소에서 발견하게 된다.
작가는 이 작품을 통해, 과연 어느것이 진정으로 아이의 미래를 위해 필요한가? 라고 되묻는다. 형편없고 아이의 미래를 위해 하등의 도움이 되지 않는 친부모인가, 아니면 아이를 바르게 키워줄 수 있는 가정에서의 양부모인가? 미국에서 아동 학대를 엄하게 금하는 것 같지만, 이 작품 속에서 나오는 아동들의 이야기는 친부모라는 이유로 아무 렇지 않게 아이를 학대하는 부모들의 현실과 법의 맹점이 잘 드러나 있다. (ppanchu@naver.com)","드라마, 스릴러","청소년 관람불가","2007","3.5","https://file.kinolights.com/m/content_poster/202307/12/d6765c9b-7208-4252-a0f9-84c88892b340.webp","벤 애플렉","케이시 애플렉, 모건 프리먼","쿠팡플레이"
